"date","caption","link"
2023-06-09,"Meningitis, meningococcal - Australia (04): (SA) sg B, RFI","https://promedmail.org/promed-post/?id=8710489&view=true"
2023-06-08,"Marburg virus disease - Equatorial Guinea (11): outbreak ended, WHO","https://promedmail.org/promed-post/?id=8710487&view=true"
2023-06-08,"Anthrax - Kazakhstan: (ZM) livestock suspected, human confirmed","https://promedmail.org/promed-post/?id=8710486&view=true"
2023-06-08,"Anthrax - Russia (08): (TB) livestock quarantine initiated","https://promedmail.org/promed-post/?id=8710483&view=true"
2023-06-08,"Vesicular stomatitis - USA (01): (CA) horse, cattle","https://promedmail.org/promed-post/?id=8710482&view=true"
2023-06-08,"Botulism - Europe (04): ex Türkiye, iatrogenic, ECDC","https://promedmail.org/promed-post/?id=8710481&view=true"
2023-06-08,"Norovirus - USA (04): cruise ship","https://promedmail.org/promed-post/?id=8710480&view=true"
2023-06-08,"Salmonellosis - USA (05): (IL) ground beef, alert","https://promedmail.org/promed-post/?id=8710479&view=true"
2023-06-08,"Syphilis, gonococcal disease - UK: (England) rebound post COVID pandemic","https://promedmail.org/promed-post/?id=8710474&view=true"
2023-06-08,"African swine fever - Europe (15): (Russia) wild boar, domestic, WOAH","https://promedmail.org/promed-post/?id=8710451&view=true"
2023-06-08,"Murray Valley encephalitis - Australia (11): (NT)","https://promedmail.org/promed-post/?id=8710473&view=true"
2023-06-08,"Methanol poisoning - Cambodia: (PO) adulterated rice wine, fatal","https://promedmail.org/promed-post/?id=8710472&view=true"
2023-06-08,"Anthrax - Viet Nam (03): (DB) human without known contacts, conf","https://promedmail.org/promed-post/?id=8710470&view=true"
2023-06-08,"Vesicular diseases - Venezuela: (BO) cattle","https://promedmail.org/promed-post/?id=8710469&view=true"
2023-06-08,"Equine infectious anemia - France: (AC) WOAH","https://promedmail.org/promed-post/?id=8710450&view=true"
2023-06-07,"Anthrax - Ghana (02): (UE) human, cattle, conf, movement controls","https://promedmail.org/promed-post/?id=8710467&view=true"
2023-06-07,"Tuberculosis - Spain: (GA) school, teenagers, RFI","https://promedmail.org/promed-post/?id=8710466&view=true"
2023-06-07,"Meningitis, meningococcal - UK (02): (England) fall incid./COVID pandemic, 2020-21","https://promedmail.org/promed-post/?id=8710465&view=true"
2023-06-07,"Lumpy skin disease - Asia (05): India (RJ) gazelle","https://promedmail.org/promed-post/?id=8710463&view=true"
2023-06-07,"White nose syndrome, bat - North America (04): USA (NM)","https://promedmail.org/promed-post/?id=8710462&view=true"
