"date","caption","link"
2022-12-01,"Mpox update (01): new name, worldwide, USA, saliva, new vaccines, viral shedding","https://promedmail.org/promed-post/?id=8707004&view=true"
2022-12-01,"Mosaic disease, cassava - Viet Nam: (BV)","https://promedmail.org/promed-post/?id=8707000&view=true"
2022-12-01,"Avian influenza (224): Americas (USA), NY live bird markets","https://promedmail.org/promed-post/?id=8706976&view=true"
2022-12-01,"Bacterial black spot, mango - Paraguay: susp","https://promedmail.org/promed-post/?id=8706999&view=true"
2022-11-30,"COVID-19 update (188): China, omicron BA.2.76, outdoor transmission","https://promedmail.org/promed-post/?id=8706983&view=true"
2022-11-30,"Anthrax - Romania (03): (BT) cattle, WOAH","https://promedmail.org/promed-post/?id=8706996&view=true"
2022-11-30,"Ebola update (41): Uganda, 1st new case in 11 days","https://promedmail.org/promed-post/?id=8706994&view=true"
2022-11-30,"Aspergillosis - USA: (MN) goose, die-off","https://promedmail.org/promed-post/?id=8706991&view=true"
2022-11-30,"Newcastle disease - Russia (03): (VL) poultry, WOAH","https://promedmail.org/promed-post/?id=8706990&view=true"
2022-11-30,"Undiagnosed disease, muskmelon - Taiwan","https://promedmail.org/promed-post/?id=8706984&view=true"
2022-11-30,"Johne's disease - Sudan: sheep, 1st rep, RFI","https://promedmail.org/promed-post/?id=8706982&view=true"
2022-11-29,"Pertussis update (06): Afghanistan, fatal","https://promedmail.org/promed-post/?id=8706974&view=true"
2022-11-29,"COVID-19 update (187): boosters, omicron BQ.1.1, Asia, Australia, WHO, global","https://promedmail.org/promed-post/?id=8706920&view=true"
2022-11-29,"Monkeypox update (112): worldwide cases","https://promedmail.org/promed-post/?id=8706965&view=true"
2022-11-29,"Hantavirus - Americas (36): Panama (VR)","https://promedmail.org/promed-post/?id=8706962&view=true"
2022-11-29,"Foot rot - Australia: (WA) sheep","https://promedmail.org/promed-post/?id=8706963&view=true"
2022-11-29,"Avian influenza (223): Asia (S. Korea, Japan) poultry, HPAI H5N1, spread","https://promedmail.org/promed-post/?id=8706961&view=true"
2022-11-28,"Poliomyelitis update (47): Indonesia outbreak, RFI","https://promedmail.org/promed-post/?id=8706960&view=true"
2022-11-28,"Avian influenza (222): Americas (Ecuador) poultry, HPAI H5, 1st rep, WOAH","https://promedmail.org/promed-post/?id=8706955&view=true"
2022-11-28,"Leishmaniasis - Spain: (GA) human, dog, spread","https://promedmail.org/promed-post/?id=8706954&view=true"
