"date","caption","link"
2022-05-19,"Hepatitis, undefined, global (15): children, adenovirus susp, 2021-22","https://promedmail.org/promed-post/?id=8703359&view=true"
2022-05-19,"Leishmaniasis - Panama: increase, alert","https://promedmail.org/promed-post/?id=8703352&view=true"
2022-05-19,"Monkeypox - North America: USA (MA)","https://promedmail.org/promed-post/?id=8703351&view=true"
2022-05-19,"Monkeypox - Europe: Portugal, Spain, UK","https://promedmail.org/promed-post/?id=8703349&view=true"
2022-05-19,"COVID-19 update (121): estrogen, vacc, N Korea, WHO","https://promedmail.org/promed-post/?id=8703347&view=true"
2022-05-18,"Rabies (21): Asia (Nepal) dog, human","https://promedmail.org/promed-post/?id=8703345&view=true"
2022-05-18,"Poliomyelitis update (19): WPV1 AFP Mozambique ex Pakistan","https://promedmail.org/promed-post/?id=8703340&view=true"
2022-05-18,"Avian influenza (121): Americas (USA) wild bird, HPAI H5N1","https://promedmail.org/promed-post/?id=8703337&view=true"
2022-05-18,"Lloviu virus - Hungary","https://promedmail.org/promed-post/?id=8703330&view=true"
2022-05-18,"Rabies (20): Americas (USA) animal, human exp","https://promedmail.org/promed-post/?id=8703329&view=true"
2022-05-18,"Rabies (19): Asia (Indonesia) dog susp, human exp, comment","https://promedmail.org/promed-post/?id=8703328&view=true"
2022-05-18,"COVID-19 update (120): N Korea, pandemic exit, youth vaccine, US deaths, WHO","https://promedmail.org/promed-post/?id=8703327&view=true"
2022-05-18,"Undiagnosed deaths, camel - Tunisia: (TA) RFI","https://promedmail.org/promed-post/?id=8703324&view=true"
2022-05-18,"MERS-CoV (05): Oman (DH) WHO","https://promedmail.org/promed-post/?id=8703321&view=true"
2022-05-18,"Equine infectious anemia - North America (03): Canada (SK), USA (CA) horse","https://promedmail.org/promed-post/?id=8703320&view=true"
2022-05-18,"Monkeypox - UK (03): local transmission","https://promedmail.org/promed-post/?id=8703317&view=true"
2022-05-18,"Poliomyelitis update (18): WPV1 AFP Pakistan, cVDPV2 AFP, CVDPV3, violence","https://promedmail.org/promed-post/?id=8703319&view=true"
2022-05-17,"Anthrax - Sierra Leone: (North West) livestock","https://promedmail.org/promed-post/?id=8703318&view=true"
2022-05-17,"Lassa fever - West Africa (11): Nigeria","https://promedmail.org/promed-post/?id=8703300&view=true"
2022-05-17,"Trypanosomiasis (Chagas disease) - Chile: lizard hosts","https://promedmail.org/promed-post/?id=8703305&view=true"
