"date","caption","link"
2022-11-12,"Legionellosis - Canada (05): (ON) fatal, cooling tower, investigation over","https://promedmail.org/promed-post/?id=8706700&view=true"
2022-11-12,"Dengue/DHF update (07): Asia, Africa, Americas","https://promedmail.org/promed-post/?id=8706699&view=true"
2022-11-11,"Measles update (24): USA (MN) imported cases","https://promedmail.org/promed-post/?id=8706697&view=true"
2022-11-11,"Yellow fever - Africa (15): Nigeria","https://promedmail.org/promed-post/?id=8706694&view=true"
2022-11-11,"Leptospirosis - Trinidad & Tobago: flooding","https://promedmail.org/promed-post/?id=8706693&view=true"
2022-11-11,"Brucellosis - Kazakhstan (03): (SK) cattle, sheep, spread, control","https://promedmail.org/promed-post/?id=8706680&view=true"
2022-11-11,"Anthrax - Spain (05): (AS) cattle","https://promedmail.org/promed-post/?id=8706692&view=true"
2022-11-11,"Anthrax - Argentina (05): (RN) cattle, confirmation","https://promedmail.org/promed-post/?id=8706691&view=true"
2022-11-11,"Buruli ulcer - Australia (03): (VI) spread into Melbourne's suburbs","https://promedmail.org/promed-post/?id=8706688&view=true"
2022-11-11,"Listeriosis - USA (08): fatal, ready-to-eat deli meats and cheeses, 2021-22, RFI","https://promedmail.org/promed-post/?id=8706690&view=true"
2022-11-11,"Avian influenza (209): Asia (Japan) wild bird, HPAI H5N2, WOAH","https://promedmail.org/promed-post/?id=8706678&view=true"
2022-11-11,"Ebola update (39): Uganda, WHO","https://promedmail.org/promed-post/?id=8706670&view=true"
2022-11-11,"Monkeypox update (105)","https://promedmail.org/promed-post/?id=8706669&view=true"
2022-11-11,"COVID-19 update (185): chr. COVID, bladder, recovery, renal, deaths, WHO, global","https://promedmail.org/promed-post/?id=8706665&view=true"
2022-11-11,"Anthrax - Argentina (04): (RN) livestock","https://promedmail.org/promed-post/?id=8706664&view=true"
2022-11-11,"Trypanosomiasis, African - Congo DR: (KU) update","https://promedmail.org/promed-post/?id=8706663&view=true"
2022-11-11,"Influenza (09): USA, increased activity, multiple respiratory viruses","https://promedmail.org/promed-post/?id=8706587&view=true"
2022-11-11,"Crimean-Congo hem. fever - Africa (07): S. Africa","https://promedmail.org/promed-post/?id=8706547&view=true"
2022-11-11,"Respiratory infections: Sudan, refugees","https://promedmail.org/promed-post/?id=8706546&view=true"
2022-11-10,"Feline panleukopenia - USA (04): (CA) cat","https://promedmail.org/promed-post/?id=8706599&view=true"
