"date","caption","link"
2023-06-10,"Chronic wasting disease - North America (07): USA (TX, OK) deer","https://promedmail.org/promed-post/?id=8710504&view=true"
2023-06-10,"Poliomyelitis update (25): WPV1 AFP, cVDPV2 AFP, ES, eradication, chronic inf","https://promedmail.org/promed-post/?id=8710505&view=true"
2023-06-10,"Klebsiella pneumoniae - USA (03): (WA) nosocomial, MDR, fatal, RFI","https://promedmail.org/promed-post/?id=8710497&view=true"
2023-06-10,"Anthrax - Ghana (03): (UE) human, cattle, regulations ignored","https://promedmail.org/promed-post/?id=8710498&view=true"
2023-06-10,"Rabies (24): Americas (Canada, USA) Australia, human exp, bats, cats, wildlife","https://promedmail.org/promed-post/?id=8710499&view=true"
2023-06-09,"Meningitis, meningococcal - Australia (04): (SA) sg B, RFI","https://promedmail.org/promed-post/?id=8710489&view=true"
2023-06-08,"Marburg virus disease - Equatorial Guinea (11): outbreak ended, WHO","https://promedmail.org/promed-post/?id=8710487&view=true"
2023-06-08,"Anthrax - Kazakhstan: (ZM) livestock suspected, human confirmed","https://promedmail.org/promed-post/?id=8710486&view=true"
2023-06-08,"Anthrax - Russia (08): (TB) livestock quarantine initiated","https://promedmail.org/promed-post/?id=8710483&view=true"
2023-06-08,"Vesicular stomatitis - USA (01): (CA) horse, cattle","https://promedmail.org/promed-post/?id=8710482&view=true"
2023-06-08,"Botulism - Europe (04): ex Türkiye, iatrogenic, ECDC","https://promedmail.org/promed-post/?id=8710481&view=true"
2023-06-08,"Norovirus - USA (04): cruise ship","https://promedmail.org/promed-post/?id=8710480&view=true"
2023-06-08,"Salmonellosis - USA (05): (IL) ground beef, alert","https://promedmail.org/promed-post/?id=8710479&view=true"
2023-06-08,"Syphilis, gonococcal disease - UK: (England) rebound post COVID pandemic","https://promedmail.org/promed-post/?id=8710474&view=true"
2023-06-08,"African swine fever - Europe (15): (Russia) wild boar, domestic, WOAH","https://promedmail.org/promed-post/?id=8710451&view=true"
2023-06-08,"Murray Valley encephalitis - Australia (11): (NT)","https://promedmail.org/promed-post/?id=8710473&view=true"
2023-06-08,"Methanol poisoning - Cambodia: (PO) adulterated rice wine, fatal","https://promedmail.org/promed-post/?id=8710472&view=true"
2023-06-08,"Anthrax - Viet Nam (03): (DB) human without known contacts, conf","https://promedmail.org/promed-post/?id=8710470&view=true"
2023-06-08,"Vesicular diseases - Venezuela: (BO) cattle","https://promedmail.org/promed-post/?id=8710469&view=true"
2023-06-08,"Equine infectious anemia - France: (AC) WOAH","https://promedmail.org/promed-post/?id=8710450&view=true"
